DATE_STRIN,LATITUDE,LONGITUDE,PENUMBRAL,PARTIAL ECLIPSE,DURATION
1705/11/1,13N,52W,151.6,-,-
1705/11/30,23N,134E,172,-,-
1706/4/28,13S,23W,330.2,157.6,-
1706/10/21,10N,72E,286.4,157.8,-
1707/4/17,10S,25W,372.7,234.4,105.7
1707/10/11,7N,159W,329.7,215.8,100.1
1708/4/5,7S,84W,310.9,154,-
1708/9/29,3N,42E,307.5,144.1,-
1709/2/24,11N,99W,193.7,-,-
1709/3/25,3S,110E,140.3,-,-
1709/8/20,14S,126W,193.5,-,-
1709/9/19,0S,10W,78.2,-,-
1710/2/13,14N,21E,299.1,176,-
1710/8/9,16S,147W,337.1,187.4,-
1711/2/3,17N,176E,338.1,217.5,97.3
1711/7/29,19S,94E,335.7,216.4,92.2
1712/1/23,19N,66E,306.7,116.8,-
1712/7/18,20S,124W,254.7,87.9,-
1712/12/13,25N,15W,123.4,-,-
1713/1/11,20N,58E,73,-,-
1713/6/8,24S,83E,270.6,118.1,-
1713/12/2,23N,52W,310.5,143.4,-
1714/5/29,22S,107W,346.1,223.1,100.3
1714/11/21,20N,161E,331.3,215.6,99.4
1715/5/18,19S,172E,334.1,172.1,-
1715/11/11,17N,64W,291.1,165.1,-
1716/4/6,8S,40E,136.9,-,-
1716/5/6,15S,165E,163.7,-,-
1716/10/1,5N,141W,167.3,-,-
1716/10/30,13N,61E,170.2,-,-
1717/3/27,3S,47W,310.4,164.1,-
1717/9/20,0S,90E,325.9,170.2,-
1718/3/16,2N,124E,323.8,212.9,98.5
1718/9/9,5S,61E,375.5,235.3,105
1719/3/6,7N,117W,279.5,143.9,-
1719/8/29,10S,54E,317.5,139.5,-
1720/1/25,18N,148W,192.3,-,-
1720/2/23,11N,22E,111.9,-,-
1720/7/19,20S,107E,225.9,-,-
1720/8/18,15S,37W,99.2,-,-
1721/1/13,21N,135E,337.6,173.4,-
1721/7/9,22S,129W,308.7,198.1,65.2
1722/1/2,23N,143E,378.9,235,104.8
1722/6/29,24S,27W,311.8,198.8,62.7
1722/12/22,24N,128E,325.5,163.4,-
1723/5/20,19S,73W,91,-,-
1723/6/18,25S,124E,224.8,-,-
1723/11/12,16N,179W,145.2,-,-
1723/12/11,24N,7E,175.2,-,-
1724/5/8,16S,126W,321,137.1,-
1724/11/1,14N,55W,284.3,153.1,-
1725/4/27,14S,130W,371.3,233.7,104.8
1725/10/21,11N,78E,331,216.1,100.1
1726/4/16,11S,163E,315.2,165.7,-
1726/10/11,8N,74W,314,154,-
1727/3/7,6N,134E,186.7,-,-
1727/4/6,7S,10W,157.4,-,-
1727/8/31,10S,133E,163.4,-,-
1727/9/30,4N,118W,121.5,-,-
1728/2/25,10N,107W,297.8,173.5,-
1728/8/19,13S,109E,329,173.8,-
1729/2/13,13N,49E,339.4,218.4,98.2
1729/8/9,16S,15W,336.1,218.4,98
1730/2/3,16N,56W,308.9,120.6,-
1730/7/29,18S,124E,265.1,115.5,-
1730/12/24,25N,134W,119.3,-,-
1731/1/23,18N,61W,83.2,-,-
1731/6/20,24S,27W,260.2,89.4,-
1731/12/13,24N,176W,308.8,141.7,-
1732/6/8,23S,148E,345.9,221.2,94.6
1732/12/1,22N,33E,330.4,215.1,99
1733/5/28,21S,72E,342.8,187.6,-
1733/11/21,19N,166E,292.5,167.2,-
1734/4/18,12S,69W,101.1,-,-
1734/5/17,18S,65E,195,-,-
1734/10/12,9N,99E,153.1,-,-
1734/11/11,16N,66W,176.2,-,-
1735/4/7,7S,164W,304.2,155.3,-
1735/10/2,4N,23W,322.1,159.4,-
1736/3/27,3S,0W,323,213,99.2
1736/9/20,1S,44W,376.4,235.8,106
1737/3/16,2N,117E,282.5,149.9,-
1737/9/9,6S,52W,325.3,157.4,-
1738/2/4,15N,86E,188.6,-,-
1738/3/6,7N,103W,122.2,-,-
1738/7/31,17S,2W,208.4,-,-
1738/8/29,11S,147W,138.5,-,-
1739/1/24,19N,15E,337.2,171.5,-
1739/7/20,20S,119E,304.5,191.7,42.3
1740/1/13,21N,24E,378.5,235,104.9
1740/7/9,23S,137W,316.1,204.5,78
1741/1/1,24N,4E,325.1,164.6,-
1741/6/28,24S,19E,243.1,-,-
1741/11/22,19N,52E,140.8,-,-
1741/12/22,25N,122W,177.1,-,-
1742/5/19,19S,135E,309.6,107.2,-
1742/11/12,17N,176E,282.7,149.4,-
1743/5/8,17S,128E,369,231.8,101.1
1743/11/2,15N,47W,332.3,216.4,99.7
1744/4/26,14S,52E,319.6,176.8,-
1744/10/21,12N,169E,319.4,161.7,-
1745/3/17,2N,8E,177.9,-,-
1745/4/16,11S,129W,173.9,-,-
1745/9/10,6S,29E,127.5,-,-
1745/10/10,8N,132E,149.2,-,-
1746/3/7,6N,125E,296,170.2,-
1746/8/30,9S,3E,320.5,158.7,-
1747/2/25,9N,76W,340.7,219.4,99.3
1747/8/20,13S,126W,335.8,219.1,100.8
1748/2/14,12N,176W,311.7,126,-
1748/8/8,15S,10E,273.8,134.9,-
1749/1/3,24N,106E,115,-,-
1749/2/2,15N,179W,95.2,-,-
1749/6/30,24S,136W,248.2,36.9,-
1749/7/29,17S,113E,67.7,-,-
1749/12/23,24N,60E,307.3,140.6,-
1750/6/19,24S,45E,344.7,217.7,84.6
1750/12/13,23N,97W,329.5,214.5,98.7
1751/6/9,22S,26W,350.7,200.8,-
1751/12/2,21N,36E,293.4,168.5,-
1752/4/28,16S,175W,23.4,-,-
1752/5/28,20S,34W,221.9,-,-
1752/10/23,13N,22W,139.7,-,-
1752/11/21,19N,166E,180.5,-,-
1753/4/17,11S,81E,297,143.9,-
1753/10/12,8N,136W,318.5,148.7,-
1754/4/7,7S,121W,322,212.8,99.4
1754/10/1,3N,152W,376.8,235.5,105.2
1755/3/28,2S,7W,286.2,156.8,-
1755/9/20,2S,160W,331.3,170.5,-
1756/2/16,11N,39W,183.2,-,-
1756/3/16,3N,133E,134.6,-,-
1756/8/10,14S,113W,189.6,-,-
1756/9/8,7S,100E,165,-,-
1757/2/4,16N,106W,336.5,169,-
1757/7/30,18S,6E,299.6,183.9,-
1758/1/24,19N,95W,378,234.9,104.9
1758/7/20,21S,112E,319.7,208.9,88.3
1759/1/13,22N,119W,324.6,165.9,-
1759/7/10,23S,86W,259.5,-,-
1759/12/4,21N,77W,137.9,-,-
1760/1/2,24N,109E,178.6,-,-
1760/5/29,21S,36E,296,56.6,-
1760/11/22,20N,47E,281.5,146.2,-
1761/5/18,20S,26E,365.9,228.5,94.1
1761/11/12,18N,173W,333.5,216.6,99.3
1762/5/8,18S,58W,323.8,186.9,-
1762/11/1,15N,51E,323.8,167.4,-
1763/3/29,2S,115W,166.2,-,-
1763/4/27,15S,114E,190.1,-,-
1763/9/22,2S,77W,82.5,-,-
1763/10/21,12N,20E,168.6,-,-
1764/3/18,1N,0W,293.5,165.5,-
1764/9/10,5S,105W,312.2,142.8,-
1765/3/7,5N,161E,342,220.5,100.5
1765/8/30,9S,121E,334.9,218.9,101.4
1766/2/24,9N,65E,315.2,133,-
1766/8/20,12S,105W,281.3,149.6,-
1767/1/15,23N,14W,110.2,-,-
1767/2/13,12N,63E,109.6,-,-
1767/7/11,23S,115E,234.2,-,-
1767/8/10,14S,0E,113.2,-,-
1768/1/4,24N,66W,305.9,140.1,-
1768/6/30,24S,58W,342.6,212.5,68
1768/12/23,24N,133E,328.6,214.1,98.4
1769/6/19,23S,123W,357.6,211.9,31.5
1769/12/13,23N,96W,294,169.4,-
1770/6/8,22S,132W,245.4,-,-
1770/11/3,17N,145W,127.5,-,-
1770/12/2,21N,37E,183.2,-,-
1771/4/29,15S,32W,288.5,129.3,-
1771/10/23,12N,108E,315.3,138.3,-
1772/4/17,11S,119E,320.9,212.3,98.6
1772/10/11,8N,98E,376.9,234.7,103.3
1773/4/7,6S,130W,290.2,164.1,-
1773/9/30,3N,89E,336,180.3,-
1774/2/26,7N,162W,175.3,-,-
1774/3/27,2S,12E,148.9,-,-
1774/8/21,11S,134E,169.8,-,-
1774/9/20,2S,15W,184.2,-,-
1775/2/15,12N,136E,334.8,165,-
1775/8/11,15S,108W,294.4,175.2,-
1776/2/4,16N,146E,377.4,234.7,104.9
1776/7/31,18S,1E,322.7,212.2,94.9
1777/1/23,20N,117E,324.3,167.5,-
1777/7/20,21S,169E,274.3,75.8,-
1777/12/14,22N,152E,136.2,-,-
1778/1/13,23N,20W,180,-,-
1778/6/10,22S,60W,279.3,-,-
1778/12/4,22N,84W,280.9,144.1,-
1779/5/30,22S,74W,361.7,223.4,82.1
1779/11/23,20N,61E,334.8,216.8,98.9
1780/5/18,20S,166W,327.5,195.8,-
1780/11/12,18N,69W,327.5,171.5,-
1781/4/8,6S,122E,151.3,-,-
1781/5/8,18S,2W,205.6,-,-
1781/11/1,16N,94W,183,-,-
1782/3/29,3S,124W,290.3,159.4,-
1782/9/21,1S,144E,304.1,125.9,-
1783/3/18,1N,39E,343.3,221.5,101.5
1783/9/10,5S,6E,333.6,217.9,100.4
1784/3/7,4N,52W,319.4,141.5,-
1784/8/30,8S,138E,287.4,161.1,-
1785/1/25,20N,134W,103.2,-,-
1785/2/24,8N,53W,125.5,-,-
1785/7/21,21S,5E,218.2,-,-
1785/8/20,11S,114W,142.9,-,-
1786/1/14,22N,169E,304.2,139.1,-
1786/7/11,22S,160W,339.3,205.2,36.3
1787/1/3,23N,3E,327.6,213.6,98.2
1787/6/30,23S,141E,363.5,220.8,68.6
1787/12/24,23N,133E,294.5,170.1,-
1788/6/18,22S,131E,265.8,-,-
1788/11/13,20N,90E,116.8,-,-
1788/12/13,22N,92W,185,-,-
1789/5/9,18S,143W,278.7,109.6,-
1789/11/3,16N,8W,312.7,128.7,-
1790/4/28,15S,1E,319.4,211.1,96.6
1790/10/23,12N,14W,376.7,233.6,100.9
1791/4/18,10S,110E,294.7,171.8,-
1791/10/12,7N,24W,339.4,187.4,-
1792/3/8,3N,77E,164.5,-,-
1792/4/7,6S,107W,164.1,-,-
1792/8/31,7S,19E,148.5,-,-
1792/9/30,2N,133W,199,-,-
1793/2/25,8N,18E,332.5,159.7,-
1793/8/21,11S,137E,288.8,165.5,-
1794/2/14,13N,28E,376.5,234.5,104.8
1794/8/11,15S,111W,324.9,214.3,98.8
1795/2/4,17N,6W,324.1,169.7,-
1795/7/31,19S,64E,287.3,110.4,-
1795/12/25,22N,21E,134.9,-,-
1796/1/24,20N,149W,182,-,-
1796/6/20,22S,157W,259.9,-,-
1796/12/14,23N,145E,280.5,142.5,-
1797/6/9,23S,173W,356.4,216.5,62.2
1797/12/4,22N,67W,336,217,98.6
1798/5/29,22S,87E,330.7,203.4,48
1798/11/23,21N,170E,330.4,174.5,-
1799/4/19,10S,2E,131.1,-,-
1799/5/19,21S,115W,220.3,-,-
1799/11/12,19N,151E,193.4,-,-
1800/4/9,7S,114E,286,151,-
1800/10/2,3N,31E,296.5,108.3,-
1801/3/30,4S,80W,344.5,222.3,102.1
1801/9/22,1S,111W,332.1,216.4,98.2
1802/3/19,0N,167W,324.4,151.7,-
1802/9/11,4S,20E,292.6,170,-
1803/2/6,17N,107E,93,-,-
1803/3/8,4N,167W,143.2,-,-
1803/8/3,19S,104W,200,-,-
1803/9/1,7S,130E,165.1,-,-
1804/1/26,20N,43E,302.3,137.8,-
1804/7/22,21S,97E,335,195.8,-
1805/1/15,21N,128W,326.7,213.2,98.1
1805/7/11,22S,45E,368.1,227.6,87.6
1806/1/5,22N,1E,294.8,170.5,-
1806/6/30,22S,35E,283.6,-,-
1806/11/26,22N,35W,107.8,-,-
1806/12/25,22N,138E,186,-,-
1807/5/21,21S,107E,267.4,82,-
1807/11/15,19N,126W,310.7,120.1,-
1808/5/10,18S,116W,317.5,209.2,92.8
1808/11/3,15N,127W,376.3,232.3,98.1
1809/4/30,14S,9W,299.3,179.4,-
1809/10/23,11N,139W,341.8,192.6,-
1810/3/21,1S,42W,148.7,-,-
1810/4/19,10S,137E,180.6,-,-
1810/9/13,3S,98W,126.2,-,-
1810/10/12,6N,107E,210.1,-,-
1811/3/10,4N,97W,329,151.9,-
1811/9/2,7S,19E,283.3,155.1,-
1812/2/27,9N,88W,375.5,234.1,104.3
1812/8/22,12S,135E,326.7,215.4,100.4
1813/2/15,13N,129W,324.2,172.5,-
1813/8/12,16S,42W,299,134.5,-
1814/1/6,21N,111W,134,-,-
1814/2/4,17N,82E,184.5,-,-
1814/7/2,22S,108E,236.7,-,-
1814/12/26,23N,13E,280.3,141.5,-
1815/6/21,23S,89E,349.9,207.4,14.7
1815/12/16,23N,165E,337.2,217.4,98.4
1816/6/10,23S,19W,333.2,209.5,71.3
1816/12/4,23N,49E,332.8,176.7,-
1817/5/1,14S,116W,103.9,-,-
1817/5/30,23S,132E,233.9,-,-
1817/11/23,22N,35E,201.1,-,-
1818/4/21,11S,5W,280.7,140,-
1818/10/14,7N,84W,289.7,90.3,-
1819/4/10,8S,163E,345.4,222.7,101.8
1819/10/3,4N,129E,330.4,214.5,95.3
1820/3/29,4S,80E,330,162.4,-
1820/9/22,0N,101W,296.7,176.8,-
1821/2/17,13N,12W,76.8,-,-
1821/3/18,0S,80E,161.8,-,-
1821/8/13,16S,145E,179.2,-,-
1821/9/11,3S,12E,182.9,-,-
1822/2/6,16N,82W,299.9,135.6,-
1822/8/3,18S,6W,329.8,184.2,-
1823/1/26,19N,102E,325.7,212.8,97.8
1823/7/23,20S,52W,371.6,232.3,98.6
1824/1/16,21N,131W,295.3,171.2,-
1824/7/11,21S,63W,298.7,87.6,-
1824/12/6,24N,160W,100.3,-,-
1825/1/4,21N,8E,186.8,-,-
1825/6/1,23S,2W,254.4,27.6,-
1825/11/25,22N,114E,309.4,113,-
1826/5/21,20S,130E,315,206.3,86.5
1826/11/14,18N,117E,375.9,231.2,95.6
1827/5/11,17S,125W,304,186.8,-
1827/11/3,15N,103E,343.3,196.3,-
1828/3/31,6S,159W,126.9,-,-
1828/4/29,13S,22E,197.2,-,-
1828/9/23,2N,143E,102,-,-
1828/10/23,10N,15W,218.5,-,-
1829/3/20,1S,150E,324.5,141.5,-
1829/9/13,3S,100W,277.7,143.9,-
1830/3/9,4N,157E,374.2,233.4,103.3
1830/9/2,8S,20E,327.9,215.7,100.2
1831/2/26,9N,109E,324.7,176.2,-
1831/8/23,12S,149W,309.1,152.4,-
1832/1/17,19N,118E,132.8,-,-
1832/2/16,14N,46W,188,-,-
1832/7/12,21S,12E,209.3,-,-
1832/8/11,17S,148E,79.1,-,-
1833/1/6,22N,118W,280.2,140.5,-
1833/7/2,23S,10W,342.3,196.1,-
1833/12/26,23N,37E,338.4,217.8,98.3
1834/6/21,24S,125W,335,214.2,85.6
1834/12/16,24N,73W,334.8,178.2,-
1835/5/12,17S,127E,58.8,-,-
1835/6/10,24S,21E,246.4,56.8,-
1835/12/5,23N,83W,206.9,-,-
1836/5/1,14S,122W,274,125.2,-
1836/10/24,11N,158E,283.9,72.5,-
1837/4/20,12S,50E,346,222.5,100.2
1837/10/13,8N,7E,328.6,212.6,92
1838/4/10,8S,30W,336.1,173.9,-
1838/10/3,4N,137E,300,182.1,-
1839/2/28,9N,129W,46.8,-,-
1839/3/30,5S,30W,181.4,-,-
1839/8/24,12S,33E,155.5,-,-
1839/9/23,1N,107W,197,-,-
1840/2/17,13N,153E,297,132.3,-
1840/8/13,15S,109W,323.5,170,-
1841/2/6,16N,28W,324.7,212.4,97.5
1841/8/2,18S,149W,373.8,235,104.6
1842/1/26,18N,97E,295.9,172.1,-
1842/7/22,20S,161W,311.6,126.5,-
1842/12/17,25N,74E,94.1,-,-
1843/1/16,20N,121W,187.7,-,-
1843/6/12,24S,111W,240,-,-
1843/7/11,21S,108E,43.3,-,-
1843/12/7,23N,5W,308.3,106.6,-
1844/5/31,22S,17E,312,202.4,77.1
1844/11/24,21N,1E,375.4,230.2,93.3
1845/5/21,20S,121E,308.6,193.7,45.3
1845/11/14,18N,16W,344.1,198.9,-
1846/4/11,10S,87E,92.6,-,-
1846/5/11,17S,89W,214.2,-,-
1846/10/4,6N,21E,75.7,-,-
1846/11/3,14N,139W,224.5,-,-
1847/3/31,5S,39E,318.2,126.4,-
1847/9/24,1N,139E,272.5,132.7,-
1848/3/19,0N,44E,372.5,232.4,101.4
1848/9/13,4S,96W,328.8,215.4,98.6
1849/3/9,5N,11W,325.6,180.6,-
1849/9/2,8S,103E,317.9,166.6,-
1850/1/28,17N,13W,130.4,-,-
1850/2/26,10N,173W,192.8,-,-
1850/7/24,19S,84W,175.7,-,-
1850/8/22,13S,47E,136.1,-,-
1851/1/17,20N,110E,280,139.5,-
1851/7/13,21S,109W,333.6,182.3,-
1852/1/7,22N,91W,339.6,218.2,98.3
1852/7/1,23S,129E,335.9,217.4,94.6
1852/12/26,24N,164E,336.5,179.3,-
1853/6/21,24S,90W,257.8,96.7,-
1853/12/15,24N,159E,211,-,-
1854/5/12,17S,123E,266,105,-
1854/11/4,15N,38E,278.9,54.3,-
1855/5/2,15S,62W,346.1,221.5,96.5
1855/10/25,12N,116W,327,210.8,88.7
1856/4/20,12S,137W,342.3,185.1,-
1856/10/13,9N,13E,302.7,186.2,-
1857/4/9,9S,138W,201,-,-
1857/9/4,8S,80W,127.6,-,-
1857/10/3,5N,132E,208.4,-,-
1858/2/27,9N,30E,293,126.9,-
1858/8/24,12S,146E,316.7,153.4,-
1859/2/17,12N,157W,323.6,211.9,96.9
1859/8/13,15S,113E,374.9,236,106.5
1860/2/7,15N,34W,296.8,173.7,-
1860/8/1,17S,100E,322.2,152.3,-
1860/12/28,25N,53W,88.7,-,-
1861/1/26,17N,109E,189,-,-
1861/6/22,25S,142E,223.2,-,-
1861/7/21,19S,3E,116.6,-,-
1861/12/17,24N,125W,307.8,101.9,-
1862/6/12,24S,95W,308.2,197.2,62.4
1862/12/6,23N,117W,374.9,229.3,91.5
1863/6/1,22S,8E,312.9,199.9,66.1
1863/11/25,20N,137W,344.4,200.4,-
1864/5/21,19S,161E,230.6,-,-
1864/10/15,10N,102W,41.1,-,-
1864/11/13,17N,96E,228.9,-,-
1865/4/11,9S,69W,310.4,105.4,-
1865/10/4,5N,17E,267.6,121.2,-
1866/3/31,4S,67W,370.4,230.7,98.2
1866/9/24,1N,146E,329.4,214.6,96
1867/3/20,1N,130W,326.8,185.5,-
1867/9/14,4S,7W,325.5,177.8,-
1868/2/8,14N,144W,126.2,-,-
1868/3/8,6N,61E,198.9,-,-
1868/8/3,16S,179E,133.5,-,-
1868/9/2,9S,55W,171.9,-,-
1869/1/28,17N,21W,279.5,137.9,-
1869/7/23,19S,151E,323.8,165.8,-
1870/1/17,21N,141E,340.7,218.7,98.2
1870/7/12,22S,23E,336,219.1,99.7
1871/1/6,23N,42E,338,180.5,-
1871/7/2,24S,159E,267.9,122.4,-
1871/12/26,25N,40E,213.9,-,-
1872/5/22,20S,10E,256.1,74.3,-
1872/11/15,18N,83W,275,35.5,-
1873/5/12,18S,171W,345.5,219.3,89.9
1873/11/4,15N,118E,325.4,209.1,85.7
1874/5/1,16S,118E,348.7,196.2,-
1874/10/25,12N,113W,304.8,189.2,32.7
1875/4/20,13S,115E,220.2,-,-
1875/9/15,4S,165E,93.2,-,-
1875/10/14,9N,10E,217.7,-,-
1876/3/10,5N,92W,288.4,119.7,-
1876/9/3,8S,39E,309.2,133.9,-
1877/2/27,8N,74E,322.5,211.3,96.2
1877/8/23,11S,13E,375,235.4,104.9
1878/2/17,11N,164W,297.9,175.6,-
1878/8/13,14S,1W,330.8,171.1,-
1879/1/8,24N,179W,82.3,-,-
1879/2/7,14N,19W,191.4,-,-
1879/7/3,24S,34E,204.6,-,-
1879/8/2,17S,103W,155,-,-
1879/12/28,24N,114E,307.2,97.4,-
1880/6/22,24S,153E,303.7,190.6,37.2
1880/12/16,24N,124E,374.4,228.6,89.9
1881/6/12,23S,104W,316.8,205.2,79.9
1881/12/5,22N,101E,344.2,201.4,-
1882/6/1,21S,54E,246.8,-,-
1882/11/25,20N,31W,231.8,-,-
1883/4/22,13S,175W,300.5,71.3,-
1883/10/16,10N,107W,263.3,110.1,-
1884/4/10,8S,176W,367.7,228.2,92.9
1884/10/4,5N,27E,329.9,213.5,92.6
1885/3/30,4S,113E,328.4,191,-
1885/9/24,0N,119W,332,186.7,-
1886/2/18,10N,86E,119.9,-,-
1886/3/20,1N,64W,206.1,-,-
1886/8/14,13S,80E,68.6,-,-
1886/9/13,5S,159W,198.4,-,-
1887/2/8,14N,152W,278.7,135.6,-
1887/8/3,17S,49E,313.3,146.3,-
1888/1/28,18N,13E,341.8,219.1,98.1
1888/7/23,20S,85W,335.3,219.5,101.8
1889/1/17,21N,80W,339.5,181.7,-
1889/7/12,23S,48E,276.8,141.7,-
1890/1/6,24N,79W,216.6,-,-
1890/6/3,21S,101W,244.1,-,-
1890/7/2,25S,149E,85.3,-,-
1890/11/26,20N,154E,271.9,9.8,-
1891/5/23,20S,82E,344.1,215.7,79.1
1891/11/16,18N,8W,324,207.6,83.1
1892/5/11,19S,16E,354.7,206.3,-
1892/11/4,16N,119E,306.5,191.5,44.1
1893/4/30,16S,12E,239.2,-,-
1893/9/25,0S,49E,38.9,-,-
1893/10/25,13N,114W,225,-,-
1894/3/21,0N,147E,282.6,109.3,-
1894/9/15,4S,69W,301.7,110.9,-
1895/3/11,4N,52W,321.2,210.5,94.8
1895/9/4,7S,89W,374.4,233.5,100.5
1896/2/28,7N,66E,299.5,178.2,-
1896/8/23,11S,104W,337.8,185.4,-
1897/1/18,22N,55E,74.5,-,-
1897/2/17,11N,146W,194.8,-,-
1897/7/14,23S,75W,183,-,-
1897/8/12,14S,148E,183.2,-,-
1898/1/8,23N,7W,306.7,93.3,-
1898/7/3,23S,42E,298.4,182.3,-
1898/12/27,24N,5E,373.8,228,88.8
1899/6/23,23S,146E,320.1,209.5,89.5
1899/12/17,23N,22W,343.7,202,-
1900/6/13,22S,52W,261.9,-,-
1900/12/6,21N,159W,233.7,-,-
1901/5/3,17S,81E,288.2,-,-
1901/10/27,14N,127E,259.6,99.4,-
1902/4/22,12S,76E,364.3,224.6,84.6
1902/10/17,9N,95W,330.4,212.3,88.8
1903/4/12,8S,3W,330.1,196.5,-
1903/10/6,4N,128E,337.5,193.7,-
1904/3/2,6N,43W,110.5,-,-
1904/3/31,3S,173E,214.2,-,-
1904/9/24,1S,95E,219.1,-,-
1905/2/19,11N,78E,277.2,132.1,-
1905/8/15,14S,54W,302.3,123.1,-
1906/2/9,15N,113W,342.8,219.4,97.8
1906/8/4,17S,166E,333.9,218.7,101.2
1907/1/29,19N,159E,341.1,183.5,-
1907/7/25,21S,64W,284.5,156.8,-
1908/1/18,22N,162E,219.5,-,-
1908/6/14,22S,149E,229.9,-,-
1908/7/13,23S,38E,126.3,-,-
1908/12/7,22N,29E,269.7,-,-
1909/6/4,22S,23W,341.6,210.2,60.4
1909/11/27,21N,137W,322.8,206.5,81.2
1910/5/24,21S,85W,360.3,215.4,49.5
1910/11/17,19N,9W,307.7,193,50.6
1911/5/13,19S,90W,257,-,-
1911/11/6,17N,121E,230.6,-,-
1912/4/1,4S,28E,275.8,95.2,-
1912/9/26,0N,178W,293.9,81.7,-
1913/3/22,0S,178W,319.7,209.4,92.8
1913/9/15,3S,167E,373,230.5,93.5
1914/3/12,3N,61W,301.5,181.5,-
1914/9/4,7S,151E,343.2,196,-
1915/1/31,19N,70W,62,-,-
1915/3/1,7N,88E,199.8,-,-
1915/7/26,21S,176E,158.7,-,-
1915/8/24,10S,38E,204.4,-,-
1916/1/20,21N,127W,305.7,87.7,-
1916/7/15,22S,70W,292.4,172.5,-
1917/1/8,23N,114W,373.1,227.3,87.6
1917/7/4,23S,36E,322.9,212.8,96
1917/12/28,23N,146W,343,202.3,12
1918/6/24,23S,157W,276.3,82.4,-
1918/12/17,22N,73E,234.9,-,-
1919/5/15,20S,20W,273.1,-,-
1919/11/7,17N,0W,256.7,89.8,-
1920/5/3,16S,29W,360.1,219.7,71.5
1920/10/27,13N,143E,330.9,211.1,85
1921/4/22,12S,116W,331.9,202,40.1
1921/10/16,9N,13E,342.1,199.1,-
1922/3/13,2N,170W,96.3,-,-
1922/4/11,7S,53E,223.2,-,-
1922/10/6,4N,13W,235.2,-,-
1923/3/3,6N,50W,275.2,127.1,-
1923/8/26,10S,160W,290.8,94.2,-
1924/2/20,11N,121E,343.6,219.7,97.1
1924/8/14,14S,56E,332,216.9,98.2
1925/2/8,15N,38E,342.9,185.7,-
1925/8/4,18S,177W,291.2,168.9,-
1926/1/28,19N,43E,222.6,-,-
1926/6/25,22S,40E,213.1,-,-
1926/7/25,21S,73W,155.5,-,-
1926/12/19,22N,96W,268,-,-
1927/6/15,23S,126W,338.1,202.8,17.7
1927/12/8,22N,94E,321.8,205.6,79.8
1928/6/3,23S,177E,365.2,223,75.3
1928/11/27,22N,139W,308.7,194.2,54.8
1929/5/23,21S,169E,273.7,-,-
1929/11/17,20N,5W,235,-,-
1930/4/13,8S,89W,267.3,73.4,-
1930/10/7,5N,71E,286.6,38.3,-
1931/4/2,5S,59E,317.9,207.8,89.6
1931/9/26,1N,61E,371.2,226.9,84.2
1932/3/22,1S,173E,303.8,185.3,-
1932/9/14,3S,43E,347.2,204,-
1933/2/10,16N,165E,39.6,-,-
1933/3/12,2N,36W,206.3,-,-
1933/8/5,18S,66E,129.5,-,-
1933/9/4,6S,74W,221.4,-,-
1934/1/30,18N,113E,304.3,80.9,-
1934/7/26,20S,178E,285.7,160.8,-
1935/1/19,21N,126E,372.1,226.7,86.3
1935/7/16,21S,73W,325,214.8,99.6
1936/1/8,22N,89E,342.1,202.5,20.8
1936/7/4,22S,100E,289.5,116.3,-
1936/12/28,22N,57W,235.5,-,-
1937/5/25,22S,119W,254.7,-,-
1937/11/18,20N,129W,254.5,81.3,-
1938/5/14,19S,132W,354.9,213.1,49.4
1938/11/7,17N,19E,331.5,210.2,81.4
1939/5/3,15S,131E,333.5,207.1,62.4
1939/10/28,12N,103W,346.1,203.4,-
1940/3/23,3S,64E,74.6,-,-
1940/4/22,11S,67W,232.5,-,-
1940/10/16,8N,124W,248,-,-
1941/3/13,2N,177W,272.2,119.8,-
1941/9/5,6S,93E,279.3,53.4,-
1942/3/3,7N,2W,344.3,219.7,95.9
1942/8/26,10S,57W,329.5,214.2,93.4
1943/2/20,12N,81W,345.1,189,-
1943/8/15,15S,69E,296.7,178.4,-
1944/2/9,16N,75W,226.7,-,-
1944/7/6,21S,69W,192.7,-,-
1944/8/4,18S,175E,179.1,-,-
1944/12/29,22N,138E,266.6,-,-
1945/6/25,23S,132E,333.3,192.7,-
1945/12/19,23N,36W,320.9,204.9,78.9
1946/6/14,23S,80E,369.2,229,91.1
1946/12/8,23N,91E,309.5,194.9,57.3
1947/6/3,23S,70E,288.9,34.7,-
1947/11/28,22N,132W,238.3,-,-
1948/4/23,12S,155E,257.6,34.3,-
1948/10/18,9N,42W,279.7,-,-
1949/4/13,9S,62W,315.8,205.7,84.9
1949/10/7,5N,47W,369.2,222.9,72.8
1950/4/2,5S,50E,306.5,189.6,26.9
1950/9/26,1N,66W,350.1,209.8,44.3
1951/3/23,2S,158W,214.3,-,-
1951/8/17,15S,47W,93.6,-,-
1951/9/15,2S,172E,234.6,-,-
1952/2/11,15N,6W,301.9,70.1,-
1952/8/5,18S,65E,278.4,147.2,-
1953/1/29,18N,7E,371,225.8,84.5
1953/7/26,19S,176E,326.5,215.7,100.7
1954/1/19,20N,35W,341.2,202.9,28.2
1954/7/16,21S,4W,301.6,140.9,-
1955/1/8,21N,173E,236,-,-
1955/6/5,24S,144E,232.3,-,-
1955/11/29,22N,102E,253,74.2,-
1956/5/24,21S,126E,348.5,204.5,-
1956/11/18,20N,106W,332.2,209.5,78.4
